title,link,author,rating
"Beautiful Code: Leading Programmers Explain How They Think
গ্রেগ উইলসন",https://www.rokomari.com/book/162942/beautiful-code-leading-programmers-explain-how-they-think,গ্রেগ উইলসন,N/A
"Communication
দোবারা রোচ গাউট",https://www.rokomari.com/book/165045/communication,দোবারা রোচ গাউট,N/A
"Biomaterials Science: An Introduction to Materials in Medicine
ফ্রেডেরিক জে শেন",https://www.rokomari.com/book/165054/biomaterials-science-an-introduction-to-materials-in-medicine,ফ্রেডেরিক জে শেন,N/A
"Flow Visualization
উলফগ্যাং মারজিরচ",https://www.rokomari.com/book/165055/flow-visualization,উলফগ্যাং মারজিরচ,N/A
"Thermochemical Processes: Principles and Models
সি বি আলকক",https://www.rokomari.com/book/165056/thermochemical-processes-principles-and-models,সি বি আলকক,N/A
"The Way Things Work Now: From Levers to Lasers, Windmills to Wi-fi, a Visual Guide to the World of Machines
ডেভিড ম্যাকালে",https://www.rokomari.com/book/165329/the-way-things-work-now-from-levers-to-lasers-windmills-to-wi-fi-a-visual-guide-to-the-world-of-machines,ডেভিড ম্যাকালে,N/A
"Heating and Water Services Design in Buildings
কিথ জে মোস",https://www.rokomari.com/book/167068/heating-and-water-services-design-in-buildings,কিথ জে মোস,N/A
"Assessment of Ec8 Provisions for Seismic
রাফায়েল ল্যান্ডলফো",https://www.rokomari.com/book/167072/assessment-of-ec8-provisions-for-seismic,রাফায়েল ল্যান্ডলফো,N/A
"Modern Geotechnical Engineering
আলম সিং",https://www.rokomari.com/book/167073/modern-geotechnical-engineering,আলম সিং,N/A
"Handbook of Concrete Engineering
মার্ক ফাইনটেল",https://www.rokomari.com/book/167076/handbook-of-concrete-engineering,মার্ক ফাইনটেল,N/A
"Design Loads on Structures during Construction
আমেরিকান সোসাইটি অব সিভিল ইঞ্জিনিয়ার্স",https://www.rokomari.com/book/167077/design-loads-on-structures-during-construction,আমেরিকান সোসাইটি অব সিভিল ইঞ্জিনিয়ার্স,N/A
"Seismic Design and Retrofit of Bridges
এম জে এন প্রিস্টলি",https://www.rokomari.com/book/167078/seismic-design-and-retrofit-of-bridges,এম জে এন প্রিস্টলি,N/A
"Wind Engineering: A Handbook For Structural Engineering
হেনরি লিউ",https://www.rokomari.com/book/167081/wind-engineering-a-handbook-for-structural-engineering,হেনরি লিউ,N/A
"Environmental Sanitation, Wastewater Treatment and Disposal
তানভীর ফেরদৌস সাঈদ",https://www.rokomari.com/book/167083/environmental-sanitation-wastewater-treatment-and-disposal,তানভীর ফেরদৌস সাঈদ,N/A
"Groundwater
জন এ চেরি",https://www.rokomari.com/book/167084/groundwater,জন এ চেরি,N/A
"Cloud Networking: Understanding Cloud-based Data Center Networks
গ্যারি লী",https://www.rokomari.com/book/167085/cloud-networking-understanding-cloud-based-data-center-networks,গ্যারি লী,N/A
"Theorizing a New Agenda for Architecture: An Anthology of Architectural Theory 1965 - 1995
কেট নেসবিট",https://www.rokomari.com/book/167087/theorizing-a-new-agenda-for-architecture-an-anthology-of-architectural-theory-1965-1995,কেট নেসবিট,N/A
"Theories and Manifestoes of Contemporary Architecture
কার্ল রফ",https://www.rokomari.com/book/167088/theories-and-manifestoes-of-contemporary-architecture,কার্ল রফ,N/A
"Architecture in Transition
কনস্ট্যান্টিনাস এ ডক্সিডিস",https://www.rokomari.com/book/167089/architecture-in-transition,কনস্ট্যান্টিনাস এ ডক্সিডিস,N/A
"A Pattern Language: Towns, Buildings, Construction
ক্রিস্টোফার আলেকজান্ডার ",https://www.rokomari.com/book/167093/a-pattern-language-towns-buildings-construction,ক্রিস্টোফার আলেকজান্ডার,N/A
"Between Silence and Light: Spirit in the Architecture of Louis I. Kahn
জন লবেল",https://www.rokomari.com/book/167096/between-silence-and-light-spirit-in-the-architecture-of-louis-i-kahn,জন লবেল,N/A
"The Complete Architecture of Balkrishna Doshi: Rethinking Modernism for the Developing World
জেমস ষ্টীল",https://www.rokomari.com/book/167097/the-complete-architecture-of-balkrishna-doshi-rethinking-modernism-for-the-developing-world,জেমস ষ্টীল,N/A
"Peter Zumthor - German (5 Vol Set)
টমাস ডুরিস",https://www.rokomari.com/book/167098/peter-zumthor-german-5-vol-set,টমাস ডুরিস,N/A
"Housing: The Essential Foundations
মাউরিন রোডেন",https://www.rokomari.com/book/167101/housing-the-essential-foundations,মাউরিন রোডেন,N/A
"Urban Design the Architecture of Towns and Cities
পল ডি স্প্রেইরেঞ্জ",https://www.rokomari.com/book/167105/urban-design-the-architecture-of-towns-and-cities,পল ডি স্প্রেইরেঞ্জ,N/A
"Sustainability, Energy and Architecture: Case Studies in Realizing Green Buildings
আলী সেইগ",https://www.rokomari.com/book/167106/sustainability-energy-and-architecture-case-studies-in-realizing-green-buildings,আলী সেইগ,N/A
"Fluid Mechanics: Fundamentals and Applications
জন এম কিবালা",https://www.rokomari.com/book/167110/fluid-mechanics-fundamentals-and-applications,জন এম কিবালা,N/A
"Magnetic Materials: Fundamentals and Applications
নিকোলা এ স্প্লান্ডিন",https://www.rokomari.com/book/167112/magnetic-materials-fundamentals-and-applications,নিকোলা এ স্প্লান্ডিন,N/A
"Name Reactions: A Collection of Detailed Reaction Mechanisms
জেই জ্যাক লি",https://www.rokomari.com/book/167113/name-reactions-a-collection-of-detailed-reaction-mechanisms,জেই জ্যাক লি,N/A
"The Science of Environmental Pollution
ফ্রাঙ্ক আর স্পেলম্যান",https://www.rokomari.com/book/167119/the-science-of-environmental-pollution,ফ্রাঙ্ক আর স্পেলম্যান,N/A
"Analysis of Cosmetic Products
আলবার্তো চিশভার্ট",https://www.rokomari.com/book/167120/analysis-of-cosmetic-products,আলবার্তো চিশভার্ট,N/A
"River Engineering
মার্গারেট এস পিটারসেন",https://www.rokomari.com/book/167131/river-engineering,মার্গারেট এস পিটারসেন,N/A
"Bridge Engineering Handbook, Five Volume Set
লিয়ান ডুয়ান",https://www.rokomari.com/book/167132/bridge-engineering-handbook-five-volume-set,লিয়ান ডুয়ান,N/A
"Health Monitoring of Bridges
হেলমুট ওয়েনজেল",https://www.rokomari.com/book/167133/health-monitoring-of-bridges,হেলমুট ওয়েনজেল,N/A
"Applied Reliability Engineering and Risk Analysis: Probabilistic Models and Statistical Inference
ইলিয়া বি ফ্রেনকেল",https://www.rokomari.com/book/167134/applied-reliability-engineering-and-risk-analysis-probabilistic-models-and-statistical-inference,ইলিয়া বি ফ্রেনকেল,N/A
"Structural Analysis
আসলাম কাসিমালী",https://www.rokomari.com/book/167137/structural-analysis,আসলাম কাসিমালী,N/A
"New Urban Housing
হিলারি ফ্রেঞ্চ",https://www.rokomari.com/book/167140/new-urban-housing,হিলারি ফ্রেঞ্চ,N/A
"Towards Zero Energy Architecture: New Solar Design
ম্যারি গুজসকি",https://www.rokomari.com/book/167142/towards-zero-energy-architecture-new-solar-design,ম্যারি গুজসকি,N/A
"PC Interfacing and Data Acquisition: Techniques for Measurement, Instrumentation and Control
কেভিন জেমস",https://www.rokomari.com/book/167143/pc-interfacing-and-data-acquisition-techniques-for-measurement-instrumentation-and-control,কেভিন জেমস,N/A
"Hydraulic Servo-systems: Modelling, Identification and Control
 আন্ড্রেস রল",https://www.rokomari.com/book/167144/hydraulic-servo-systems-modelling-identification-and-control,আন্ড্রেস রল,N/A
"MATLAB: An Introduction with Applications
অ্যামোস গিলান্ট",https://www.rokomari.com/book/167146/matlab-an-introduction-with-applications,অ্যামোস গিলান্ট,N/A
"LabVIEW Graphical Programming
রিচার্ড জেনিংস",https://www.rokomari.com/book/167147/labview-graphical-programming,রিচার্ড জেনিংস,N/A
"The CNC Cookbook
এডওয়ার্ড জে হেস",https://www.rokomari.com/book/167149/the-cnc-cookbook,এডওয়ার্ড জে হেস,N/A
"Robotics: Theory and Industrial Applications
জেমস ডব্লিউ মাস্টারসন",https://www.rokomari.com/book/167151/robotics-theory-and-industrial-applications,জেমস ডব্লিউ মাস্টারসন,N/A
"Rapid Prototyping: Principles And Applications
সি এস লিম",https://www.rokomari.com/book/167155/rapid-prototyping-principles-and-applications,সি এস লিম,N/A
"Thermodynamics in Materials Science
রবার্ট ডিহফ",https://www.rokomari.com/book/167173/thermodynamics-in-materials-science,রবার্ট ডিহফ,N/A
"Small-scale Freshwater Toxicity Investigations: Toxicity Test Methods, Volume 1 -
জ্যান-ফ্রাঙ্কো ফেরার্ড",https://www.rokomari.com/book/167179/small-scale-freshwater-toxicity-investigations-toxicity-test-methods-volume-1,জ্যান-ফ্রাঙ্কো ফেরার্ড,N/A
"Partial Differential Equations for Scientists and Engineers
স্ট্যানলি জে ফার্লো",https://www.rokomari.com/book/167181/partial-differential-equations-for-scientists-and-engineers,স্ট্যানলি জে ফার্লো,(1)
"Electricity 
কে কে তিওয়ারি ",https://www.rokomari.com/book/167190/electricity,কে কে তিওয়ারি,N/A
